,codeset_id,concept_id,concept_set_name,is_most_recent_version,version,concept_name,archived
3480805,618758765,4335481,N3C Mechanical Ventilation,True,1,Orotracheal intubation,False
3481956,618758765,4337616,N3C Mechanical Ventilation,True,1,Nasotracheal intubation,False
3482096,415149730,4338595,Kostka - ECMO,True,1,Cardiac support using extracorporeal membrane oxygenation circuitry,False
3482294,248333963,4340390,Charlson - LiverSevere,True,1,Chronic hepatic failure,False
3549788,96369749,35113134,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 5mg/mL INTRAVENOUS INJECTION,False
3602358,697105949,35894915,[ISC] COVID-19 Vaccinations,False,1,COVID-19 vaccine,False
3602441,96369749,35896639,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution [Veklury],False
3602502,96369749,35896883,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 5 MG/ML Injectable Solution [Veklury] Box of 1,False
3607083,96369749,36057828,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 150 MG Injectable Solution Box of 1,False
3638595,38048732,36421027,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] Box of 98,False
3639534,339287218,36501266,paxlovid,False,1,nirmatrelvir 150 MG Oral Tablet,False
3715973,376881697,36712807,Charlson - PVD,True,1,Pain at rest of right lower limb co-occurrent and due to atherosclerosis,False
3721023,220495690,36717583,Charlson - Renal,True,1,Dense deposit disease,False
3726896,38048732,36787575,Baricitinib,True,1,baricitinib 2 MG Delayed Release Oral Tablet [Olumiant] Box of 84 by Eli Lilly,False
3726905,38048732,36787579,Baricitinib,True,1,baricitinib 2 MG Delayed Release Oral Tablet [Olumiant],False
3726910,38048732,36787584,Baricitinib,True,1,baricitinib 4 MG Delayed Release Oral Tablet [Olumiant] Box of 84,False
3731181,697105949,36868353,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 OMICRON (BA.4/BA.5) 0.05 MG/ML Injectable Suspension",False
3731190,697105949,36873120,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML Injectable Suspension",False
3735857,697105949,36900252,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension [Comirnaty]",False
3735867,643666235,36901949,Molnupiravir,True,1,molnupiravir 200mg/1 ORAL CAPSULE,False
3736108,96369749,37002796,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injection [Veklury],False
3736182,697105949,37003434,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA spike protein Injectable Product",False
3736186,697105949,37003436,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",False
3736645,719585646,37016349,Charlson - DM,True,1,Hyperglycemia due to type 2 diabetes mellitus,False
3739437,78746470,37018688,Charlson - Dementia,True,1,Vascular dementia with behavioral disturbance,False
3739584,535274723,37018875,Charlson - Cancer,True,1,Malignant neuroendocrine tumor,False
3764285,376881697,37312520,Charlson - PVD,True,1,Ischemic foot ulcer due to atherosclerosis of artery of lower limb,False
3766333,38048732,37497354,Baricitinib,True,1,baricitinib 1 MG [Olumiant],False
3767423,38048732,37592675,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] by Abacus Medicine,False
3785492,489555336,40480429,Charlson - Paralysis,True,1,Hemiplegia of nondominant side,False
3785655,652711186,40480938,Charlson - Stroke,True,1,Monoplegia of lower limb as late effect of cerebrovascular disease,False
3785671,489555336,40480944,Charlson - Paralysis,True,1,Spastic hemiplegia of dominant side,False
3785763,652711186,40481354,Charlson - Stroke,True,1,Speech and language deficit as late effect of cerebrovascular accident,False
3785784,489555336,40481376,Charlson - Paralysis,True,1,Complete tetraplegia due to lesion at C5-C7 level,False
3785861,489555336,40481820,Charlson - Paralysis,True,1,Flaccid hemiplegia of nondominant side,False
3788236,535274723,40486896,Charlson - Cancer,True,1,Primary malignant neoplasm of extrahepatic bile duct,False
3790454,514953976,40493243,Charlson - Pulmonary,True,1,Eisenmenger's syndrome,False
3805573,38048732,40743761,Baricitinib,True,1,baricitinib 2 MG Oral Tablet [Olumiant] Box of 28,False
4038374,652711186,42535425,Charlson - Stroke,True,1,Spontaneous hemorrhage of cerebral hemisphere,False
4043771,697105949,42639776,[ISC] COVID-19 Vaccinations,False,1,"Introduction of COVID-19 vaccine dose 2 into subcutaneous tissue, percutaneous approach, new technology group 6",False
4055121,38048732,42875516,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] Box of 98 by Orifarm Leverkus,False
4157188,403438288,43530656,Charlson - DMcx,True,1,Nonproliferative retinopathy due to type 2 diabetes mellitus,False
4157582,652711186,43530674,Charlson - Stroke,True,1,Spontaneous cerebellar hemorrhage,False
4261832,38048732,44187243,Baricitinib,True,1,baricitinib 2 MG Oral Tablet Box of 98,False
4262616,38048732,44189254,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] Box of 28 by Lilly,False
4279534,415149730,44515635,Kostka - ECMO,True,1,Extracorporeal membrane oxygenation,False
4280106,359043664,44782718,Charlson - CHF,True,1,Acute combined systolic and diastolic heart failure,False
4351624,403438288,45763584,Charlson - DMcx,True,1,Proliferative retinopathy due to type 1 diabetes mellitus,False
4352279,259495957,45766075,Charlson - MI,True,1,Acute anterior ST segment elevation myocardial infarction,False
4352626,259495957,45766241,Charlson - MI,True,1,Subsequent non-ST segment elevation myocardial infarction,False
4353747,514953976,45768908,Charlson - Pulmonary,True,1,Exercise induced bronchospasm,False
4354087,514953976,45768965,Charlson - Pulmonary,True,1,Uncomplicated severe persistent asthma,False
4354290,514953976,45769350,Charlson - Pulmonary,True,1,Acute severe exacerbation of severe persistent asthma,False
4371398,415149730,46257469,Kostka - ECMO,True,1,"Removal of left heart vent by thoracic incision (eg, sternotomy, thoracotomy) for ECMO/ECLS",False
4372406,494981955,46269835,Charlson - LiverMild,True,1,Hepatic ascites due to chronic alcoholic hepatitis,False
4372933,259495957,46270162,Charlson - MI,True,1,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion,False
4373306,719585646,46270483,Charlson - DM,True,1,Arthropathy due to metabolic disorder,False
4374102,514953976,46273487,Charlson - Pulmonary,True,1,Acute exacerbation of moderate persistent asthma,False
4374290,652711186,46273649,Charlson - Stroke,True,1,Cerebral infarction due to occlusion of basilar artery,False
4378309,248333963,24966,Charlson - LiverSevere,True,1,Esophageal varices,False
4378374,535274723,25486,Charlson - Cancer,True,1,Primary malignant neoplasm of islets of Langerhans,False
4378941,535274723,76914,Charlson - Cancer,True,1,Primary malignant neoplasm of bone,False
4379088,535274723,79740,Charlson - Cancer,True,1,Overlapping malignant neoplasm of colon,False
4379317,535274723,132575,Charlson - Cancer,True,1,Myeloid sarcoma in remission,False
4379404,535274723,133438,Charlson - Cancer,True,1,Chronic lymphoid leukemia in remission,False
4379483,535274723,133713,Charlson - Cancer,True,1,Malignant melanoma of skin of face,False
4379743,535274723,135750,Charlson - Cancer,True,1,Primary malignant neoplasm of floor of mouth,False
4379777,535274723,135762,Charlson - Cancer,True,1,Acute myeloid leukemia in remission,False
4379893,535274723,135765,Charlson - Cancer,True,1,"Sézary's disease of lymph nodes of head, face AND/OR neck",False
4379927,535274723,138099,Charlson - Cancer,True,1,"Erythroleukemia, FAB M6",False
4380102,535274723,140950,Charlson - Cancer,True,1,Primary malignant neoplasm of gum,False
4380171,378462283,140960,Charlson - Mets,True,1,Secondary malignant neoplasm of female breast,False
4380258,535274723,141232,Charlson - Cancer,True,1,Malignant melanoma of skin,False
4380326,535274723,192255,Charlson - Cancer,True,1,Primary malignant neoplasm of pylorus,False
4380384,535274723,192268,Charlson - Cancer,True,1,"Hodgkin's disease, mixed cellularity of intra-abdominal lymph nodes",False
4380620,535274723,193719,Charlson - Cancer,True,1,Primary malignant neoplasm of spermatic cord,False
4380709,220495690,193782,Charlson - Renal,True,1,End-stage renal disease,False
4381028,535274723,196051,Charlson - Cancer,True,1,Overlapping malignant neoplasm of female genital organs,False
4381172,535274723,196360,Charlson - Cancer,True,1,Primary malignant neoplasm of bladder,False
4381426,535274723,197506,Charlson - Cancer,True,1,Malignant neoplasm of abdomen,False
4381446,535274723,197799,Charlson - Cancer,True,1,Primary malignant neoplasm of the peritoneum,False
4381546,535274723,198100,Charlson - Cancer,True,1,Carcinoid tumor of small intestine,False
4381745,535274723,198985,Charlson - Cancer,True,1,Primary malignant neoplasm of kidney,False
4381814,535274723,200338,Charlson - Cancer,True,1,Nodular lymphoma of intra-abdominal lymph nodes,False
4382086,494981955,200763,Charlson - LiverMild,True,1,Chronic hepatitis,False
4382161,378462283,200959,Charlson - Mets,True,1,Secondary malignant neoplasm of intrapelvic lymph nodes,False
4382488,514953976,252946,Charlson - Pulmonary,True,1,Coal workers' pneumoconiosis,False
4383083,652711186,255919,Charlson - Stroke,True,1,Finding of head and neck region,False
4383197,535274723,256646,Charlson - Cancer,True,1,"Primary malignant neoplasm of middle lobe, bronchus or lung",False
4383917,376881697,312934,Charlson - PVD,True,1,Atherosclerosis of aorta,False
4384167,535274723,314600,Charlson - Cancer,True,1,"Hodgkin's disease, nodular sclerosis of lymph nodes of axilla AND/OR upper limb",False
4384381,359043664,316139,Charlson - CHF,True,1,Heart failure,False
4384418,652711186,316437,Charlson - Stroke,True,1,Cerebral atherosclerosis,False
4384587,359043664,319835,Charlson - CHF,True,1,Congestive heart failure,False
4384985,378462283,373425,Charlson - Mets,True,1,Secondary malignant neoplasm of nervous system,False
4385084,489555336,374022,Charlson - Paralysis,True,1,Hemiplegia,False
4385982,535274723,432254,Charlson - Cancer,True,1,Primary malignant neoplasm of Waldeyer's ring,False
4386313,220495690,433257,Charlson - Renal,True,1,Mesangiocapillary glomerulonephritis,False
4386631,535274723,434285,Charlson - Cancer,True,1,Primary malignant neoplasm of uvula,False
4386662,535274723,434292,Charlson - Cancer,True,1,Primary malignant neoplasm of lesser curvature of stomach,False
4386732,535274723,434300,Charlson - Cancer,True,1,Neuroendocrine tumor,False
4386959,535274723,434880,Charlson - Cancer,True,1,Primary malignant neoplasm of short bone of lower limb,False
4387274,535274723,435492,Charlson - Cancer,True,1,Nodular lymphoma of intrathoracic lymph nodes,False
4387431,535274723,435758,Charlson - Cancer,True,1,Burkitt's tumor of extranodal AND/OR solid organ site,False
4387875,535274723,436358,Charlson - Cancer,True,1,Primary malignant neoplasm of exocervix,False
4388092,535274723,436913,Charlson - Cancer,True,1,Primary malignant neoplasm of jejunum,False
4388140,535274723,436922,Charlson - Cancer,True,1,Primary malignant neoplasm of postcricoid region,False
4388183,376881697,436996,Charlson - PVD,True,1,Thoracoabdominal aortic aneurysm,False
4388232,535274723,437233,Charlson - Cancer,True,1,Multiple myeloma,False
4388502,514953976,437588,Charlson - Pulmonary,True,1,Bagassosis,False
4388647,535274723,437805,Charlson - Cancer,True,1,Primary malignant neoplasm of middle third of esophagus,False
4389202,378462283,438701,Charlson - Mets,True,1,Disseminated malignancy of unknown primary,False
4389339,535274723,438982,Charlson - Cancer,True,1,Primary malignant neoplasm of anterior portion of floor of mouth,False
4389974,535274723,439738,Charlson - Cancer,True,1,Primary malignant neoplasm of sublingual gland,False
4390039,535274723,439739,Charlson - Cancer,True,1,Primary malignant neoplasm of posterior wall of oropharynx,False
4390252,535274723,440339,Charlson - Cancer,True,1,Primary malignant neoplasm of prepuce,False
4390506,376881697,441051,Charlson - PVD,True,1,Thoracic aortic aneurysm without rupture,False
4390607,535274723,441225,Charlson - Cancer,True,1,Primary malignant neoplasm of ampulla of Vater,False
4390842,535274723,441802,Charlson - Cancer,True,1,Primary malignant neoplasm of labia minora,False
4391150,535274723,442122,Charlson - Cancer,True,1,Primary malignant neoplasm of paraganglion,False
4391263,535274723,442158,Charlson - Cancer,True,1,"Hodgkin's disease, nodular sclerosis of lymph nodes of head, face AND/OR neck",False
4391321,535274723,442168,Charlson - Cancer,True,1,Mycosis fungoides of spleen,False
4391972,535274723,443391,Charlson - Cancer,True,1,Malignant tumor of cecum,False
4391997,378462283,443392,Charlson - Mets,True,1,Malignant neoplastic disease,False
4392121,535274723,443565,Charlson - Cancer,True,1,Carcinoid tumor of gastrointestinal tract,False
4392192,78746470,443605,Charlson - Dementia,True,1,Vascular dementia,False
4392435,514953976,444084,Charlson - Pulmonary,True,1,Extrinsic allergic alveolitis,False
4394172,697105949,600700,[ISC] COVID-19 Vaccinations,False,1,Administration of inactivated whole SARS-CoV-2 antigen vaccine,False
4394174,697105949,600785,[ISC] COVID-19 Vaccinations,False,1,COVID-19 vaccine,False
4395152,697105949,602352,[ISC] COVID-19 Vaccinations,False,1,"Generic COVID-19 Vaccine AstraZeneca (ChAdOx1 S [recombinant]) 5x10,000,000,000 viral particles/0.5ml dose suspension for injection multidose vials 8 dose",False
4395154,697105949,602389,[ISC] COVID-19 Vaccinations,False,1,"Generic COVID-19 Vaccine AstraZeneca (ChAdOx1 S [recombinant]) 5x10,000,000,000 viral particles/0.5ml dose suspension for injection multidose vials 80 dose",False
4395156,697105949,602394,[ISC] COVID-19 Vaccinations,False,1,"Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials (Moderna, Inc)",False
4395159,697105949,602395,[ISC] COVID-19 Vaccinations,False,1,"Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials (Moderna, Inc) 100 dose 10 x 10 dose vials",False
4395160,697105949,602405,[ISC] COVID-19 Vaccinations,False,1,Generic Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials 10 dose,False
4395219,697105949,603257,[ISC] COVID-19 Vaccinations,False,1,Administration of third dose of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccine,False
4399863,697105949,702118,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML Injectable Suspension",False
4399892,339287218,702577,paxlovid,False,1,{20 (nirmatrelvir 150 MG Oral Tablet) / 10 (ritonavir 100 MG Oral Tablet) } Pack,False
4400334,697105949,724905,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, vector non-replicating, recombinant spike protein-ChAdOx1, preservative free, 0.5 mL",False
4400347,697105949,724907,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, 30 mcg/0.3mL dose",False
4401080,697105949,759440,[ISC] COVID-19 Vaccinations,False,1,"Administration of coronavirus vaccine 3, booster (Deprecated)",False
4401082,697105949,759452,[ISC] COVID-19 Vaccinations,False,1,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 3 mcg/0.2 mL dosage, diluent reconstituted, tri...",False
4401085,697105949,759459,[ISC] COVID-19 Vaccinations,False,1,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, spike protein, preservative free, 50 mcg/0.5 mL dosage, booster dose",False
4401086,697105949,759463,[ISC] COVID-19 Vaccinations,False,1,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, monovalent, preservative-free, 5 mcg/0.5 mL dosage, adjuvant AS03 emulsion, booster dose.",False
4401090,697105949,759727,[ISC] COVID-19 Vaccinations,False,1,Moderna Covid-19 Vaccine (Low Dose) Administration - Booster,False
4405182,697105949,766236,[ISC] COVID-19 Vaccinations,False,1,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, DNA, spike protein, chimpanzee adenovirus Oxford 1 (ChAdOx1) vector, preservative free, 5x1010 viral particles/0.5 mL dosage; first dose",False
4405352,697105949,777313,[ISC] COVID-19 Vaccinations,False,1,"Immunization administration by intramuscular injection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) (coronavirus disease [COVID-19]) vaccine, mRNA-LNP, bivalent spike protein, preservative free, 10 mcg/0.2 mL dosage, diluent reconsti...",False
4405355,697105949,778265,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, mRNA, spike protein, LNP, preservative free, pediatric 50 mcg/0.5 mL dose",False
4405406,697105949,779676,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.2 MG/ML [Spikevax]",False
4405409,697105949,779677,[ISC] COVID-19 Vaccinations,False,1,Spikevax Injectable Product,False
4405420,697105949,779948,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.015 MG/ML Injectable Suspension",False
4405433,697105949,780152,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein",False
4405435,697105949,780155,[ISC] COVID-19 Vaccinations,False,1,"SARS-COV-2 (COVID-19) vaccine, subunit, recombinant spike protein Injectable Suspension",False
4407852,697105949,801185,[ISC] COVID-19 Vaccinations,False,1,"Injection, tixagevimab and cilgavimab, for the pre-exposure prophylaxis only, for certain adults and pediatric individuals (12 years of age and older weighing at least 40kg) with no known sars-cov-2 exposure, who either have moderate to severely compro...",False
4408103,697105949,835098,[ISC] COVID-19 Vaccinations,False,1,"0.3 ML SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.05 MG/ML / SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML Injection",False
4412015,697105949,1219271,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 0.1 MG/ML Injectable Suspension",False
4415742,38048732,1510628,Baricitinib,True,1,baricitinib 2 MG,False
4415747,38048732,1510629,Baricitinib,True,1,baricitinib Oral Product,False
4415752,38048732,1510632,Baricitinib,True,1,baricitinib 2 MG Oral Tablet,False
4416424,697105949,1525544,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-BNT162b2 OMICRON (BA.4/BA.5) 0.05 MG/ML",False
4416540,415149730,1531632,Kostka - ECMO,True,1,"Extracorporeal Oxygenation, Membrane, Central",False
4422716,697105949,1627242,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.1 MG/ML Injectable Suspension",False
4425451,697105949,1994884,[ISC] COVID-19 Vaccinations,False,1,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273 0.1 MG/ML Injectable Suspension",False
4425821,618758765,2008006,N3C Mechanical Ventilation,True,1,Other continuous invasive mechanical ventilation,False
4437122,38048732,2056663,Baricitinib,True,1,baricitinib 4 MG Oral Tablet [Olumiant] by Lilly,False
4450028,618758765,2314001,N3C Mechanical Ventilation,True,1,"Ventilation assist and management, initiation of pressure or volume preset ventilators for assisted or controlled breathing; hospital inpatient/observation, each subsequent day",False
4458102,618758765,2787823,N3C Mechanical Ventilation,True,1,"Assistance with Respiratory Ventilation, Less than 24 Consecutive Hours, Continuous Positive Airway Pressure",False
4458168,618758765,2788026,N3C Mechanical Ventilation,True,1,"Assistance with Respiratory Ventilation, Greater than 96 Consecutive Hours, Continuous Negative Airway Pressure",False
4481211,697105949,3548104,[ISC] COVID-19 Vaccinations,False,1,Administration of first dose of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccine,False
4481213,697105949,3548105,[ISC] COVID-19 Vaccinations,False,1,Administration of second dose of SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) vaccine,False
4481217,697105949,3548106,[ISC] COVID-19 Vaccinations,False,1,SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) immunisation course started,False
4484856,535274723,4002356,Charlson - Cancer,True,1,"Diffuse non-Hodgkin's lymphoma, small cell (clinical)",False
4484957,535274723,4002497,Charlson - Cancer,True,1,"Acute promyelocytic leukemia, FAB M3",False
4485201,535274723,4003027,Charlson - Cancer,True,1,Overlapping malignant neoplasm of penis,False
4485984,510748896,4006994,Charlson - PUD,True,1,Acute peptic ulcer with hemorrhage and perforation,False
4486242,719585646,4009303,Charlson - DM,True,1,Diabetic ketoacidosis without coma,False
4498910,535274723,4054513,Charlson - Cancer,True,1,Neoplasm of accessory sinus,False
4499318,618758765,4055379,N3C Mechanical Ventilation,True,1,NEEP decreased - Negative end expiratory pressure decreased,False
4499815,618758765,4058031,N3C Mechanical Ventilation,True,1,"Endotracheal intubation, emergency procedure",False
4499993,494981955,4058695,Charlson - LiverMild,True,1,Toxic liver disease with fibrosis and cirrhosis of liver,False
4500012,494981955,4058696,Charlson - LiverMild,True,1,Central hemorrhagic necrosis of liver,False
4502923,494981955,4064161,Charlson - LiverMild,True,1,Cirrhosis of liver,False
4504372,618758765,4072515,N3C Mechanical Ventilation,True,1,Airway pressure release ventilation,False
4504384,618758765,4072518,N3C Mechanical Ventilation,True,1,Positive end expiratory pressure increased to best PEEP,False
4504531,618758765,4074670,N3C Mechanical Ventilation,True,1,Zero end expiratory pressure maintained,False
4505510,618758765,4080957,N3C Mechanical Ventilation,True,1,Endotracheal respiratory assistance,False
4508395,535274723,4091768,Charlson - Cancer,True,1,Burkitt's lymphoma of intrathoracic lymph nodes,False
4509044,535274723,4092515,Charlson - Cancer,True,1,"Malignant neoplasm, overlapping lesion of cervix uteri",False
4511085,535274723,4097560,Charlson - Cancer,True,1,Burkitt's lymphoma of intra-abdominal lymph nodes,False
4514261,510748896,4101104,Charlson - PUD,True,1,Gastrojejunal ulcer without hemorrhage AND without perforation,False
4516536,652711186,4108952,Charlson - Stroke,True,1,Subarachnoid hemorrhage from carotid siphon and bifurcation,False
4518075,535274723,4110889,Charlson - Cancer,True,1,Malignant tumor of acoustic vestibular nerve,False
4518149,359043664,4110961,Charlson - CHF,True,1,Generalized ischemic myocardial dysfunction,False
4518676,652711186,4111714,Charlson - Stroke,True,1,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic",False
4518705,652711186,4111721,Charlson - Stroke,True,1,Sequelae of intracerebral hemorrhage,False
4521750,719585646,4114427,Charlson - DM,True,1,Neuropathic arthropathy due to diabetes mellitus,False
4529118,510748896,4138962,Charlson - PUD,True,1,Acute duodenal ulcer without hemorrhage AND without perforation,False
4529175,535274723,4139358,Charlson - Cancer,True,1,"Erythroleukemia, FAB M6 in remission",False
4534020,535274723,4153890,Charlson - Cancer,True,1,Malignant melanoma of trunk,False
4534698,494981955,4159144,Charlson - LiverMild,True,1,Hepatopulmonary syndrome,False
4534977,535274723,4162115,Charlson - Cancer,True,1,Primary malignant neoplasm of adrenal cortex,False
4535125,535274723,4162253,Charlson - Cancer,True,1,Primary malignant neoplasm of breast,False
4535685,618758765,4165535,N3C Mechanical Ventilation,True,1,Continuous positive airway pressure ventilation treatment,False
4536731,376881697,4171556,Charlson - PVD,True,1,Ankle ulcer,False
4538088,652711186,4176892,Charlson - Stroke,True,1,Cortical hemorrhage,False
4538229,618758765,4177224,N3C Mechanical Ventilation,True,1,Noninvasive ventilation,False
4540731,376881697,4187240,Charlson - PVD,True,1,Disorder of aorta,False
4540927,535274723,4188545,Charlson - Cancer,True,1,Primary malignant neoplasm of breast lower outer quadrant,False
4542111,510748896,4194543,Charlson - PUD,True,1,Acute peptic ulcer with perforation,False
4543069,510748896,4195231,Charlson - PUD,True,1,Acute gastric ulcer without hemorrhage AND without perforation,False
4544086,514953976,4195892,Charlson - Pulmonary,True,1,Chronic cor pulmonale,False
4549344,510748896,4217947,Charlson - PUD,True,1,Acute gastrojejunal ulcer with hemorrhage and perforation,False
4549902,514953976,4221139,Charlson - Pulmonary,True,1,Berylliosis,False
4552768,719585646,4226238,Charlson - DM,True,1,Hyperosmolar coma due to diabetes mellitus,False
4553565,403438288,4226354,Charlson - DMcx,True,1,Gangrene due to diabetes mellitus,False
4554611,719585646,4227657,Charlson - DM,True,1,Skin ulcer due to diabetes mellitus,False
4555270,618758765,4229907,N3C Mechanical Ventilation,True,1,"Assisted ventilation therapy, pressure or volume preset, initiation and management",False
4555308,618758765,4230167,N3C Mechanical Ventilation,True,1,Artificial respiration,False
4556236,248333963,4237824,Charlson - LiverSevere,True,1,Gastric varices,False
4559540,248333963,4245975,Charlson - LiverSevere,True,1,Hepatic failure,False
4560788,535274723,4247238,Charlson - Cancer,True,1,Primary malignant neoplasm of endometrium,False
4563028,618758765,4254209,N3C Mechanical Ventilation,True,1,Intermittent positive pressure ventilation via bag and mask,False
4565740,259495957,4270024,Charlson - MI,True,1,Acute non-ST segment elevation myocardial infarction,False
4567729,618758765,4287922,N3C Mechanical Ventilation,True,1,Weaning from mechanically assisted ventilation commenced,False
4567776,652711186,4288310,Charlson - Stroke,True,1,Carotid artery obstruction,False
4567831,535274723,4288751,Charlson - Cancer,True,1,Heavy chain disease,False
4569281,259495957,4296653,Charlson - MI,True,1,Acute ST segment elevation myocardial infarction,False
4571665,618758765,4305389,N3C Mechanical Ventilation,True,1,Nasal endotracheal tube present,False
4573070,535274723,4308811,Charlson - Cancer,True,1,Neoplasm of soft tissue,False
4580816,618758765,4337047,N3C Mechanical Ventilation,True,1,Insertion of tracheostomy tube,False
4580902,618758765,4337615,N3C Mechanical Ventilation,True,1,Orotracheal fiberoptic intubation,False
4580944,618758765,4337617,N3C Mechanical Ventilation,True,1,Nasotracheal fiberoptic intubation,False
4697900,96369749,35896636,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution [Veklury] Box of 1 by Gilead,False
4701527,96369749,36054908,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution by Gilead,False
4701536,96369749,36054910,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution [Veklury] Box of 1 by Gilead,False
4701546,96369749,36054911,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,20 ML remdesivir 5 MG/ML Injectable Solution [Veklury] Box of 1,False
4702374,96369749,36057817,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution Box of 1 by Gilead,False
4702388,96369749,36057819,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution Box of 1,False
4702400,96369749,36057821,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution,False
4702405,96369749,36057822,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution [Veklury] Box of 1 by Gilead,False
4702424,96369749,36057824,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG Injectable Solution [Veklury] by Gilead,False
4702432,96369749,36057826,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 100 MG [Veklury],False
4702439,96369749,36057830,Remdesivir (Injection route of admin; 5 mg minimum dosage),True,1,remdesivir 150 MG Injectable Solution,False
